band,observer_alt_km,target_alt_km,range_km,visibility_km,tau_up_band,source_case_id,requested_visibility,modin_visibility_line_or_hash,modin_sha256,MODOUT1_actual_aerosol_visibility_lines,modout1_sha256,raw_sample_dir,diagnosis
MWIR,20,15,35,50,0.8041328758,MWIR_transmittance_obs20_tar15_rng35_vis50_aerRural_humdefault,50,line3:1    0    1    0    0    0     50.000     0.000     0.000     0.000     0.000,c2ab8c758db82e26,MISSING_MODOUT1,MISSING_MODOUT1,MISSING_RAW_SAMPLE_DIR,NEED_RAW_SAMPLE_REVIEW
MWIR,20,15,50,2,0.7844473618,MWIR_transmittance_obs20_tar15_rng50_vis2_aerRural_humdefault,2,line3:1    0    1    0    0    0      2.000     0.000     0.000     0.000     0.000,c0f20e227a195bb5,MISSING_MODOUT1,MISSING_MODOUT1,MISSING_RAW_SAMPLE_DIR,NEED_RAW_SAMPLE_REVIEW
MWIR,20,15,50,5,0.7844473618,MWIR_transmittance_obs20_tar15_rng50_vis5_aerRural_humdefault,5,line3:1    0    1    0    0    0      5.000     0.000     0.000     0.000     0.000,9fc251c7c5abdcfe,MISSING_MODOUT1,MISSING_MODOUT1,MISSING_RAW_SAMPLE_DIR,NEED_RAW_SAMPLE_REVIEW
MWIR,20,15,50,10,0.7844473618,MWIR_transmittance_obs20_tar15_rng50_vis10_aerRural_humdefault,10,line3:1    0    1    0    0    0     10.000     0.000     0.000     0.000     0.000,cbbdedf716569420,MISSING_MODOUT1,MISSING_MODOUT1,MISSING_RAW_SAMPLE_DIR,NEED_RAW_SAMPLE_REVIEW
MWIR,20,15,50,23,0.7844473618,MWIR_transmittance_obs20_tar15_rng50_vis23_aerRural_humdefault,23,line3:1    0    1    0    0    0     23.000     0.000     0.000     0.000     0.000,8f54d9839c52e96d,MISSING_MODOUT1,MISSING_MODOUT1,MISSING_RAW_SAMPLE_DIR,NEED_RAW_SAMPLE_REVIEW
MWIR,20,15,50,50,0.7844473618,MWIR_transmittance_obs20_tar15_rng50_vis50_aerRural_humdefault,50,line3:1    0    1    0    0    0     50.000     0.000     0.000     0.000     0.000,99e83e07bb5e38b1,CARD 2  *****    1    0    1    0    0    0  50.00000   0.00000   0.00000   0.00000   0.00000 | AEROSOL MODEL | REGIME                      AEROSOL TYPE             PROFILE                  SEASON | BOUNDARY LAYER (0-2KM)      RURAL                    50.00 KM METEOROLOGICAL_RANGE_AT_SEA_LEVEL | TROPOSPHERE  (2-10KM)       TROPOSPHERIC             TROPOSPHERIC             SPRING-SUMMER | STRATOSPHERE (10-30KM)      BCKGD_STRATOSPHERIC      BCKGD_STRATOSPHERIC      SPRING-SUMMER | UPPER ATMOS (30-100KM)      METEORIC DUST            NORMAL | 6371.23  RADIUS OF THE EARTH [KM].,1d0e8a57b2349be2,HwaSim_IR\Bin\Config\Atmosphere\MODTRAN\raw\samples\MWIR_transmittance_obs20_tar15_rng50_vis50_aerRural_humdefault,NEED_RAW_SAMPLE_REVIEW
NIR,5,5,1,2,0.9788553731,NIR_transmittance_obs5_tar5_rng1_vis2_aerRural_humdefault,2,line3:1    0    1    0    0    0      2.000     0.000     0.000     0.000     0.000,656aebd54addb102,MISSING_MODOUT1,MISSING_MODOUT1,MISSING_RAW_SAMPLE_DIR,NEED_RAW_SAMPLE_REVIEW
NIR,5,5,1,5,0.9788553731,NIR_transmittance_obs5_tar5_rng1_vis5_aerRural_humdefault,5,line3:1    0    1    0    0    0      5.000     0.000     0.000     0.000     0.000,5e4fc83869293335,MISSING_MODOUT1,MISSING_MODOUT1,MISSING_RAW_SAMPLE_DIR,NEED_RAW_SAMPLE_REVIEW
NIR,5,5,1,10,0.9788553731,NIR_transmittance_obs5_tar5_rng1_vis10_aerRural_humdefault,10,line3:1    0    1    0    0    0     10.000     0.000     0.000     0.000     0.000,064bc290d2a0103e,MISSING_MODOUT1,MISSING_MODOUT1,MISSING_RAW_SAMPLE_DIR,NEED_RAW_SAMPLE_REVIEW
NIR,5,5,1,23,0.9788553731,NIR_transmittance_obs5_tar5_rng1_vis23_aerRural_humdefault,23,line3:1    0    1    0    0    0     23.000     0.000     0.000     0.000     0.000,f1168b7758eedd26,MISSING_MODOUT1,MISSING_MODOUT1,MISSING_RAW_SAMPLE_DIR,NEED_RAW_SAMPLE_REVIEW
NIR,5,5,1,50,0.9788553904,NIR_transmittance_obs5_tar5_rng1_vis50_aerRural_humdefault,50,line3:1    0    1    0    0    0     50.000     0.000     0.000     0.000     0.000,4ba246a5acac14e7,MISSING_MODOUT1,MISSING_MODOUT1,MISSING_RAW_SAMPLE_DIR,NEED_RAW_SAMPLE_REVIEW
NIR,5,5,2,2,0.9683455728,NIR_transmittance_obs5_tar5_rng2_vis2_aerRural_humdefault,2,line3:1    0    1    0    0    0      2.000     0.000     0.000     0.000     0.000,72c946cc564b52f0,MISSING_MODOUT1,MISSING_MODOUT1,MISSING_RAW_SAMPLE_DIR,NEED_RAW_SAMPLE_REVIEW
NIR,5,5,2,5,0.9683455728,NIR_transmittance_obs5_tar5_rng2_vis5_aerRural_humdefault,5,line3:1    0    1    0    0    0      5.000     0.000     0.000     0.000     0.000,82a71588c98fe78c,MISSING_MODOUT1,MISSING_MODOUT1,MISSING_RAW_SAMPLE_DIR,NEED_RAW_SAMPLE_REVIEW
NIR,5,5,2,10,0.9683455728,NIR_transmittance_obs5_tar5_rng2_vis10_aerRural_humdefault,10,line3:1    0    1    0    0    0     10.000     0.000     0.000     0.000     0.000,b618589e2987dfae,MISSING_MODOUT1,MISSING_MODOUT1,MISSING_RAW_SAMPLE_DIR,NEED_RAW_SAMPLE_REVIEW
NIR,5,5,2,23,0.9683455728,NIR_transmittance_obs5_tar5_rng2_vis23_aerRural_humdefault,23,line3:1    0    1    0    0    0     23.000     0.000     0.000     0.000     0.000,eef818f9b07b2f4e,MISSING_MODOUT1,MISSING_MODOUT1,MISSING_RAW_SAMPLE_DIR,NEED_RAW_SAMPLE_REVIEW
NIR,5,5,2,50,0.9683457735,NIR_transmittance_obs5_tar5_rng2_vis50_aerRural_humdefault,50,line3:1    0    1    0    0    0     50.000     0.000     0.000     0.000     0.000,6db8496fd5ee747f,MISSING_MODOUT1,MISSING_MODOUT1,MISSING_RAW_SAMPLE_DIR,NEED_RAW_SAMPLE_REVIEW
NIR,5,5,5,2,0.9279222296,NIR_transmittance_obs5_tar5_rng5_vis2_aerRural_humdefault,2,line3:1    0    1    0    0    0      2.000     0.000     0.000     0.000     0.000,17bb0f5f6185e268,MISSING_MODOUT1,MISSING_MODOUT1,MISSING_RAW_SAMPLE_DIR,NEED_RAW_SAMPLE_REVIEW
NIR,5,5,5,5,0.9279222296,NIR_transmittance_obs5_tar5_rng5_vis5_aerRural_humdefault,5,line3:1    0    1    0    0    0      5.000     0.000     0.000     0.000     0.000,51213e1275392215,MISSING_MODOUT1,MISSING_MODOUT1,MISSING_RAW_SAMPLE_DIR,NEED_RAW_SAMPLE_REVIEW
NIR,5,5,5,10,0.9279222296,NIR_transmittance_obs5_tar5_rng5_vis10_aerRural_humdefault,10,line3:1    0    1    0    0    0     10.000     0.000     0.000     0.000     0.000,1a80ed673373c6db,MISSING_MODOUT1,MISSING_MODOUT1,MISSING_RAW_SAMPLE_DIR,NEED_RAW_SAMPLE_REVIEW
NIR,5,5,5,23,0.9279222296,NIR_transmittance_obs5_tar5_rng5_vis23_aerRural_humdefault,23,line3:1    0    1    0    0    0     23.000     0.000     0.000     0.000     0.000,5e9c19b801677477,MISSING_MODOUT1,MISSING_MODOUT1,MISSING_RAW_SAMPLE_DIR,NEED_RAW_SAMPLE_REVIEW
NIR,5,5,5,50,0.9279247917,NIR_transmittance_obs5_tar5_rng5_vis50_aerRural_humdefault,50,line3:1    0    1    0    0    0     50.000     0.000     0.000     0.000     0.000,4ead68d398e80589,MISSING_MODOUT1,MISSING_MODOUT1,MISSING_RAW_SAMPLE_DIR,NEED_RAW_SAMPLE_REVIEW
NIR,10,5,5,2,0.9609503908,NIR_transmittance_obs10_tar5_rng5_vis2_aerRural_humdefault,2,line3:1    0    1    0    0    0      2.000     0.000     0.000     0.000     0.000,ff32932964f56c42,MISSING_MODOUT1,MISSING_MODOUT1,MISSING_RAW_SAMPLE_DIR,NEED_RAW_SAMPLE_REVIEW
NIR,10,5,5,5,0.9609503908,NIR_transmittance_obs10_tar5_rng5_vis5_aerRural_humdefault,5,line3:1    0    1    0    0    0      5.000     0.000     0.000     0.000     0.000,65010cb04d4cbc48,MISSING_MODOUT1,MISSING_MODOUT1,MISSING_RAW_SAMPLE_DIR,NEED_RAW_SAMPLE_REVIEW
NIR,10,5,5,10,0.9609503908,NIR_transmittance_obs10_tar5_rng5_vis10_aerRural_humdefault,10,line3:1    0    1    0    0    0     10.000     0.000     0.000     0.000     0.000,fc3a022905e5bef6,MISSING_MODOUT1,MISSING_MODOUT1,MISSING_RAW_SAMPLE_DIR,NEED_RAW_SAMPLE_REVIEW
NIR,10,5,5,23,0.9609503908,NIR_transmittance_obs10_tar5_rng5_vis23_aerRural_humdefault,23,line3:1    0    1    0    0    0     23.000     0.000     0.000     0.000     0.000,c6977745fb207d8f,MISSING_MODOUT1,MISSING_MODOUT1,MISSING_RAW_SAMPLE_DIR,NEED_RAW_SAMPLE_REVIEW
NIR,10,5,5,50,0.9609503908,NIR_transmittance_obs10_tar5_rng5_vis50_aerRural_humdefault,50,line3:1    0    1    0    0    0     50.000     0.000     0.000     0.000     0.000,324352ae15a3fbcd,MISSING_MODOUT1,MISSING_MODOUT1,MISSING_RAW_SAMPLE_DIR,NEED_RAW_SAMPLE_REVIEW
NIR,10,5,10,2,0.9329166851,NIR_transmittance_obs10_tar5_rng10_vis2_aerRural_humdefault,2,line3:1    0    1    0    0    0      2.000     0.000     0.000     0.000     0.000,4bab631b3b07ea92,MISSING_MODOUT1,MISSING_MODOUT1,MISSING_RAW_SAMPLE_DIR,NEED_RAW_SAMPLE_REVIEW
NIR,10,5,10,5,0.9329166851,NIR_transmittance_obs10_tar5_rng10_vis5_aerRural_humdefault,5,line3:1    0    1    0    0    0      5.000     0.000     0.000     0.000     0.000,e536ab6226c6d012,MISSING_MODOUT1,MISSING_MODOUT1,MISSING_RAW_SAMPLE_DIR,NEED_RAW_SAMPLE_REVIEW
NIR,10,5,10,10,0.9329166851,NIR_transmittance_obs10_tar5_rng10_vis10_aerRural_humdefault,10,line3:1    0    1    0    0    0     10.000     0.000     0.000     0.000     0.000,18ab2d408f0987dc,MISSING_MODOUT1,MISSING_MODOUT1,MISSING_RAW_SAMPLE_DIR,NEED_RAW_SAMPLE_REVIEW
NIR,10,5,10,23,0.9329166851,NIR_transmittance_obs10_tar5_rng10_vis23_aerRural_humdefault,23,line3:1    0    1    0    0    0     23.000     0.000     0.000     0.000     0.000,786c4f78580996c4,MISSING_MODOUT1,MISSING_MODOUT1,MISSING_RAW_SAMPLE_DIR,NEED_RAW_SAMPLE_REVIEW
NIR,10,5,10,50,0.9329166851,NIR_transmittance_obs10_tar5_rng10_vis50_aerRural_humdefault,50,line3:1    0    1    0    0    0     50.000     0.000     0.000     0.000     0.000,b414a9899c2b4411,MISSING_MODOUT1,MISSING_MODOUT1,MISSING_RAW_SAMPLE_DIR,NEED_RAW_SAMPLE_REVIEW
NIR,10,5,20,2,0.8857208499,NIR_transmittance_obs10_tar5_rng20_vis2_aerRural_humdefault,2,line3:1    0    1    0    0    0      2.000     0.000     0.000     0.000     0.000,912b90e322364e18,MISSING_MODOUT1,MISSING_MODOUT1,MISSING_RAW_SAMPLE_DIR,NEED_RAW_SAMPLE_REVIEW
NIR,10,5,20,5,0.8857208499,NIR_transmittance_obs10_tar5_rng20_vis5_aerRural_humdefault,5,line3:1    0    1    0    0    0      5.000     0.000     0.000     0.000     0.000,d043a4435191c553,MISSING_MODOUT1,MISSING_MODOUT1,MISSING_RAW_SAMPLE_DIR,NEED_RAW_SAMPLE_REVIEW
NIR,10,5,20,10,0.8857208499,NIR_transmittance_obs10_tar5_rng20_vis10_aerRural_humdefault,10,line3:1    0    1    0    0    0     10.000     0.000     0.000     0.000     0.000,0201483781fb6c22,MISSING_MODOUT1,MISSING_MODOUT1,MISSING_RAW_SAMPLE_DIR,NEED_RAW_SAMPLE_REVIEW
NIR,10,5,20,23,0.8857208499,NIR_transmittance_obs10_tar5_rng20_vis23_aerRural_humdefault,23,line3:1    0    1    0    0    0     23.000     0.000     0.000     0.000     0.000,edefb3e0aa0b75e0,MISSING_MODOUT1,MISSING_MODOUT1,MISSING_RAW_SAMPLE_DIR,NEED_RAW_SAMPLE_REVIEW
NIR,10,5,20,50,0.8857208499,NIR_transmittance_obs10_tar5_rng20_vis50_aerRural_humdefault,50,line3:1    0    1    0    0    0     50.000     0.000     0.000     0.000     0.000,6963b0f175754843,CARD 2  *****    1    0    1    0    0    0  50.00000   0.00000   0.00000   0.00000   0.00000 | AEROSOL MODEL | REGIME                      AEROSOL TYPE             PROFILE                  SEASON | BOUNDARY LAYER (0-2KM)      RURAL                    50.00 KM METEOROLOGICAL_RANGE_AT_SEA_LEVEL | TROPOSPHERE  (2-10KM)       TROPOSPHERIC             TROPOSPHERIC             SPRING-SUMMER | STRATOSPHERE (10-30KM)      BCKGD_STRATOSPHERIC      BCKGD_STRATOSPHERIC      SPRING-SUMMER | UPPER ATMOS (30-100KM)      METEORIC DUST            NORMAL | 6371.23  RADIUS OF THE EARTH [KM].,977ce2af7e2f06f6,HwaSim_IR\Bin\Config\Atmosphere\MODTRAN\raw\samples\NIR_transmittance_obs10_tar5_rng20_vis50_aerRural_humdefault,NEED_RAW_SAMPLE_REVIEW
NIR,10,5,35,2,0.8255869427,NIR_transmittance_obs10_tar5_rng35_vis2_aerRural_humdefault,2,line3:1    0    1    0    0    0      2.000     0.000     0.000     0.000     0.000,dcf15bc610ccdb3e,MISSING_MODOUT1,MISSING_MODOUT1,MISSING_RAW_SAMPLE_DIR,NEED_RAW_SAMPLE_REVIEW
NIR,10,5,35,5,0.8255869427,NIR_transmittance_obs10_tar5_rng35_vis5_aerRural_humdefault,5,line3:1    0    1    0    0    0      5.000     0.000     0.000     0.000     0.000,1cf10539e741a506,MISSING_MODOUT1,MISSING_MODOUT1,MISSING_RAW_SAMPLE_DIR,NEED_RAW_SAMPLE_REVIEW
NIR,10,5,35,10,0.8255869427,NIR_transmittance_obs10_tar5_rng35_vis10_aerRural_humdefault,10,line3:1    0    1    0    0    0     10.000     0.000     0.000     0.000     0.000,cc1f8f88c3d4b99c,MISSING_MODOUT1,MISSING_MODOUT1,MISSING_RAW_SAMPLE_DIR,NEED_RAW_SAMPLE_REVIEW
NIR,10,5,35,23,0.8255869427,NIR_transmittance_obs10_tar5_rng35_vis23_aerRural_humdefault,23,line3:1    0    1    0    0    0     23.000     0.000     0.000     0.000     0.000,82abcc8ea8da46d2,MISSING_MODOUT1,MISSING_MODOUT1,MISSING_RAW_SAMPLE_DIR,NEED_RAW_SAMPLE_REVIEW
NIR,10,5,35,50,0.8255869427,NIR_transmittance_obs10_tar5_rng35_vis50_aerRural_humdefault,50,line3:1    0    1    0    0    0     50.000     0.000     0.000     0.000     0.000,3dd4412f15d46c80,MISSING_MODOUT1,MISSING_MODOUT1,MISSING_RAW_SAMPLE_DIR,NEED_RAW_SAMPLE_REVIEW
NIR,10,5,50,2,0.7726414238,NIR_transmittance_obs10_tar5_rng50_vis2_aerRural_humdefault,2,line3:1    0    1    0    0    0      2.000     0.000     0.000     0.000     0.000,4c6876283752a410,CARD 2  *****    1    0    1    0    0    0   2.00000   0.00000   0.00000   0.00000   0.00000 | AEROSOL MODEL | REGIME                      AEROSOL TYPE             PROFILE                  SEASON | BOUNDARY LAYER (0-2KM)      RURAL                     2.00 KM METEOROLOGICAL_RANGE_AT_SEA_LEVEL | TROPOSPHERE  (2-10KM)       TROPOSPHERIC             TROPOSPHERIC             SPRING-SUMMER | STRATOSPHERE (10-30KM)      BCKGD_STRATOSPHERIC      BCKGD_STRATOSPHERIC      SPRING-SUMMER | UPPER ATMOS (30-100KM)      METEORIC DUST            NORMAL | 6371.23  RADIUS OF THE EARTH [KM].,c96e020645f9fd29,HwaSim_IR\Bin\Config\Atmosphere\MODTRAN\raw\samples\NIR_transmittance_obs10_tar5_rng50_vis2_aerRural_humdefault,POSSIBLE_PHYSICAL_LOW_SENSITIVITY
NIR,10,5,50,5,0.7726414238,NIR_transmittance_obs10_tar5_rng50_vis5_aerRural_humdefault,5,line3:1    0    1    0    0    0      5.000     0.000     0.000     0.000     0.000,521638cda58697ab,CARD 2  *****    1    0    1    0    0    0   5.00000   0.00000   0.00000   0.00000   0.00000 | AEROSOL MODEL | REGIME                      AEROSOL TYPE             PROFILE                  SEASON | BOUNDARY LAYER (0-2KM)      RURAL                     5.00 KM METEOROLOGICAL_RANGE_AT_SEA_LEVEL | TROPOSPHERE  (2-10KM)       TROPOSPHERIC             TROPOSPHERIC             SPRING-SUMMER | STRATOSPHERE (10-30KM)      BCKGD_STRATOSPHERIC      BCKGD_STRATOSPHERIC      SPRING-SUMMER | UPPER ATMOS (30-100KM)      METEORIC DUST            NORMAL | 6371.23  RADIUS OF THE EARTH [KM].,a946f43bf35cd46a,HwaSim_IR\Bin\Config\Atmosphere\MODTRAN\raw\samples\NIR_transmittance_obs10_tar5_rng50_vis5_aerRural_humdefault,POSSIBLE_PHYSICAL_LOW_SENSITIVITY
NIR,10,5,50,10,0.7726414238,NIR_transmittance_obs10_tar5_rng50_vis10_aerRural_humdefault,10,line3:1    0    1    0    0    0     10.000     0.000     0.000     0.000     0.000,5c954e2ec8e3e5e0,CARD 2  *****    1    0    1    0    0    0  10.00000   0.00000   0.00000   0.00000   0.00000 | AEROSOL MODEL | REGIME                      AEROSOL TYPE             PROFILE                  SEASON | BOUNDARY LAYER (0-2KM)      RURAL                    10.00 KM METEOROLOGICAL_RANGE_AT_SEA_LEVEL | TROPOSPHERE  (2-10KM)       TROPOSPHERIC             TROPOSPHERIC             SPRING-SUMMER | STRATOSPHERE (10-30KM)      BCKGD_STRATOSPHERIC      BCKGD_STRATOSPHERIC      SPRING-SUMMER | UPPER ATMOS (30-100KM)      METEORIC DUST            NORMAL | 6371.23  RADIUS OF THE EARTH [KM].,734cf26aebc46297,HwaSim_IR\Bin\Config\Atmosphere\MODTRAN\raw\samples\NIR_transmittance_obs10_tar5_rng50_vis10_aerRural_humdefault,POSSIBLE_PHYSICAL_LOW_SENSITIVITY
NIR,10,5,50,23,0.7726414238,NIR_transmittance_obs10_tar5_rng50_vis23_aerRural_humdefault,23,line3:1    0    1    0    0    0     23.000     0.000     0.000     0.000     0.000,72499735e22ec31d,CARD 2  *****    1    0    1    0    0    0  23.00000   0.00000   0.00000   0.00000   0.00000 | AEROSOL MODEL | REGIME                      AEROSOL TYPE             PROFILE                  SEASON | BOUNDARY LAYER (0-2KM)      RURAL                    23.00 KM METEOROLOGICAL_RANGE_AT_SEA_LEVEL | TROPOSPHERE  (2-10KM)       TROPOSPHERIC             TROPOSPHERIC             SPRING-SUMMER | STRATOSPHERE (10-30KM)      BCKGD_STRATOSPHERIC      BCKGD_STRATOSPHERIC      SPRING-SUMMER | UPPER ATMOS (30-100KM)      METEORIC DUST            NORMAL | 6371.23  RADIUS OF THE EARTH [KM].,bf030ca396f72d49,HwaSim_IR\Bin\Config\Atmosphere\MODTRAN\raw\samples\NIR_transmittance_obs10_tar5_rng50_vis23_aerRural_humdefault,POSSIBLE_PHYSICAL_LOW_SENSITIVITY
NIR,10,5,50,50,0.7726414238,NIR_transmittance_obs10_tar5_rng50_vis50_aerRural_humdefault,50,line3:1    0    1    0    0    0     50.000     0.000     0.000     0.000     0.000,eb05cb9bd8abd8c0,CARD 2  *****    1    0    1    0    0    0  50.00000   0.00000   0.00000   0.00000   0.00000 | AEROSOL MODEL | REGIME                      AEROSOL TYPE             PROFILE                  SEASON | BOUNDARY LAYER (0-2KM)      RURAL                    50.00 KM METEOROLOGICAL_RANGE_AT_SEA_LEVEL | TROPOSPHERE  (2-10KM)       TROPOSPHERIC             TROPOSPHERIC             SPRING-SUMMER | STRATOSPHERE (10-30KM)      BCKGD_STRATOSPHERIC      BCKGD_STRATOSPHERIC      SPRING-SUMMER | UPPER ATMOS (30-100KM)      METEORIC DUST            NORMAL | 6371.23  RADIUS OF THE EARTH [KM].,96159082d530fb59,HwaSim_IR\Bin\Config\Atmosphere\MODTRAN\raw\samples\NIR_transmittance_obs10_tar5_rng50_vis50_aerRural_humdefault,POSSIBLE_PHYSICAL_LOW_SENSITIVITY
NIR,15,10,5,2,0.9925520941,NIR_transmittance_obs15_tar10_rng5_vis2_aerRural_humdefault,2,line3:1    0    1    0    0    0      2.000     0.000     0.000     0.000     0.000,80c4fe917edb51ff,MISSING_MODOUT1,MISSING_MODOUT1,MISSING_RAW_SAMPLE_DIR,NEED_RAW_SAMPLE_REVIEW
NIR,15,10,5,5,0.9925520941,NIR_transmittance_obs15_tar10_rng5_vis5_aerRural_humdefault,5,line3:1    0    1    0    0    0      5.000     0.000     0.000     0.000     0.000,45a5373eb9598b58,MISSING_MODOUT1,MISSING_MODOUT1,MISSING_RAW_SAMPLE_DIR,NEED_RAW_SAMPLE_REVIEW
NIR,15,10,5,10,0.9925520941,NIR_transmittance_obs15_tar10_rng5_vis10_aerRural_humdefault,10,line3:1    0    1    0    0    0     10.000     0.000     0.000     0.000     0.000,6064256e20b0d96f,MISSING_MODOUT1,MISSING_MODOUT1,MISSING_RAW_SAMPLE_DIR,NEED_RAW_SAMPLE_REVIEW
